"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
1.5,3,NA,1900,"Wood Flooring, Eat-in Kitchen, Separate Dining Room, Walkup Attic & Welcoming Front Porch highlight this Adorable Home. Updated Mechanicals include Furnace, Hot Water Heater, Roof & Central A/C. Private Backyard with Patio Area, Gardens & Storage Shed.","0.36 Acres",NA,"SingleFamily"
2300,4,3,1968,"You will love this completely remodeled, immaculate & lovingly maintained 4 BR 2.5 bath Garrison Colonial nestled on a large 1.14 acre lot. Steps away from Blackledge Falls hiking trails & Deercrest Farm, short dive to Case Mountain or Gay City park, town preserved land directly across the street & beyond the back property line giving this home that countryside feel w/ no chance of addtnl development. The home sits approximately 200 feet from the road giving peace of mind for families w/ young children. The backyard is completely fenced-in w/ a built to last Klotter Farms playscape that can be enjoyed for years to come. Partially finished sun-filled walk out basement w/ hardwoods; perfect for a den, playroom, game, workout or guest room or office. Hardwood & tile throughout as well as crown molding provide an elegant & upscale look. Freshly painted & is in move-in, pristine condition. Updates include: Central AC, newer roof, siding, windows, sliders.. workshop wired w/ 220 volt outlets, newer kitchen w/ spacious storage & counters w/ new appliances, custom bathroom w/ wrap around Italian tile & deep soaking tub, spacious bright living room w/ large windows, beautiful solid mahogany front doors w/ double pane glass, spray foam insulation in attic, indirect hot water so you never run out, newer constant pressure water well pump and treatment system, new front walkway with bluestone and pavers, newer retaining wall in backyard and newer fireplace insert decreasing fuel costs.","49658 sqft",489000,"SingleFamily"
9380,6,8,2006,"This magnificent, extensively customized home is set near the end of one of the scenic Hunt Club area's premier streets. The meticulous attention to detail & careful maintenance is readily apparent. Lush landscaping perfectly frames this spectacular home, which is complete with every amenity for year-round enjoyment. With summer fast approaching, the resort-style property is ready to delight you: a gorgeous gunite pool with auto cover & spa is surrounded by extensive stone work for relaxation & entertaining, and the adjacent pool house with covered lounge area and fully-equipped Viking outdoor kitchen has heaters to extend the season into the autumn. Step inside the two story foyer, where the gorgeous millwork and generous room proportions that characterize the home begin to unfold. Meant to be a home that is fully enjoyed and where lasting memories are created, the main level has an incredible ""Pub"" ready for fun. The library is a tranquil work-from-home space. An incredible gourmet kitchen with Sub Zero and Wolf appliances has a large center island, breakfast room with French doors and a butler's pantry. Great family room with built-ins and fireplace. The bedrooms all have unique features incl. built-ins, luxurious bathrooms. Master suite w/spa-like bath. Finished 3rd floor & walk-out Lower Level with game room, play room & gym.","43560 sqft",3675000,"SingleFamily"
1952,3,3,2021,"TO BE BUILT! Stylish Colonial with covered porch entryway, 3 bedrooms, 2 full and 1 half baths, and 1,952 sf on 1.43 acres. First floor open layout has kitchen with pantry and center island, a dining room area, and living room with central air and Thermopane windows throughout the home. Full bath with walk-in closet in upper level Master with 2 additional bedrooms. Enjoy the full basement and attached 2 car garage with opener.","62290 sqft",419000,"SingleFamily"
2200,3,4,2021,"New construction 1/2 duplex with views of LI sound and marsh situated 1/2 block to sandy beach and a stroll away from Silver Sands State park and restaurants. Come live the life in this quality built home featuring 2 master baths, 3 1/2 baths, and decks to have morning coffee and watch the wild life and listen to the sound of the waves. This unit boasts 9' ceilings, hard wood floors throughout, open floor plan, gourmet kitchen with waterfall breakfast bar island, high end appliances, farm sink and quarts counter tops.  Bring your beach chairs and kayaks and live the lifestyle you've always dreamed of.","2178 sqft",649900,"SingleFamily"
1965,3,1,1951,"Home to be sold to settle and estate. Large living room with bookshelves, (TV included) gas fireplace and hardwood floors, formal dining room (mirror included), private porch great place for a cool drink, eat in kitchen with granite counters, quality wood cabinets. Main bedroom on first floor with 2 closets and hardwood floors, second first floor bedroom with large walk in closet, large full bath with walk in shower and jacuzzi tub,2 rooms up. 3rd bedroom with hardwood floors,(couch included)  storage attic and office with hardwood floors. Large unfinished basement. Thermopane windows, 200 amp electric, gas furnace, gas hot water heater, washer and dryer. large 2 car garage attached. Private Corner lot. Located on quiet side street close to everything. Property sold as is.","9147 sqft",329900,"SingleFamily"
1342,2,2,1951,"Lovely Custom Ranch ,  original owner home, well cared for over the years looking for a new family to love it.  Eatin Kitchen, fully applianced,  Large living room with built in bookcases and wood burning  fireplace. Hardwood flooring under the carpets. Dining room,  Bright and sunny four season room with hardwood flooring and book cases.  Two spacious bedrooms and full bathroom on the first floor.  The basement is finished with a working fireplace and bar.  Also a half bath room and full kitchen, great for entertaining.  Central air and furnace are newer.  Lots of storage space  One car garage and lovely maintained yard.   Storage Shed","8276 sqft",219900,"SingleFamily"
3913,4,3,1985,"Fall in love with this warm and charming Colonial featuring it's own spring fed pond for year- round activities including fishing, canoeing and ice skating. This New England charmer features a light & bright open floor plan. You'll be delighted to entertain in the well appointed gourmet kitchen w/breakfast bar, honed granite, stainless steel appliances flowing seamlessly to the vaulted beamed family room with stone fireplace. Off the kitchen, relax or have a game of pool in yet another casual gathering space perfect for small/large groups. For more formal occasions, the spacious living room w/fireplace & dining room allows for the perfect setting. The main floor home office w/built ins with privacy & views is ideal for today's lifestyle. Not to mention a main floor guest room, full bath & laundry room completes the main floor. Upstairs the spacious master bedroom suite features walk-in closet, spa bath with double sinks & soaking tub. Two additional bedrooms & full bath complete the second floor. The lower level has oodles of potential w/high ceiling that is just waited to be finished if desired. Basement walks out to the 2 car garage. Escape to the outdoor deck taking in the views of flowering trees, trellises & tire swing overlooking the treed landscape. Take pleasure in viewing the calmness of the pond from the adirondack chairs. Lastly, swing from the porch swing listening to the quiet. It's all here on Judd Road!  A stay vacation everyday!","143312 sqft",775000,"SingleFamily"
2190,2,2,1946,"Great House with Inlaw Potential...","23958 sqft",4e+05,"SingleFamily"
3470,4,3,1984,"Welcome to Cortland Circle and this impressive Colonial offering over 3400 square feet of living space.  Beautifully landscaped with flowering trees, and groomed lawns of 1.44 acres showcases the impeccable quality found throughout this home. The front door is accented with a palladium window & gilded sunburst inviting all into the 2-story foyer revealing a very open floor plan bringing the living room, family room and kitchen together. The family room, currently used for dining has an attractive fireplace framed in natural stacked stone adds to the living room decor. The kitchen offers plenty of counter space and custom quiet-close cabinetry for storage. Sliding doors open onto the deck with powered awning for warm weather dining and cool relaxation.  Off the foyer is a den that could also be the dining room. The laundry is located off the kitchen with a half bath. The 2nd floor consists of 4 spacious bedrooms including master suite with luxury bath featuring double sink, granite top vanity, walk-in tiled shower and walk in closet. 3 more bedrooms enjoy use of a common bath with granite counter & custom tiled shower. The lower level offers 1000 sq ft of finished space including family room with sliders to yard, in-home office space as well as cedar closet and storage.  This home is truly move-in ready with host of amenities including irrigation system, retractable deck awning and more. Enjoy Cheshire living with Old Bishop Farms, the organic farm & legacy of the community.","62726 sqft",599900,"SingleFamily"
2470,4,3,1977,"Beautiful 1.24 ACRE Level Park Like Lot on Cul-de-sac.  Relax on upper or lower deck overlooking inground pool. This Raised Ranch offers 4 Bedrooms and 3 Baths. 1st floor offers Living Room w/FP that opens to Dining Room and remodeled Kitchen as well as 3 Large Bedrooms and 2 Updated Full Baths. Hardwood floors throughout first floor. Lower Level has 4th Bedroom and Large Family room,  Laundry Room and full Bath. This area would be a great in-law with separate walkout with patio. 2 Car Oversized attached garage and Large shed for pool equipment gives you plenty of storage. Newer Heating and Cooling system as well as 200 Amp Electrical Service.","54014 sqft",560000,"SingleFamily"
1306,3,2,1974,"Convenienty located move-in ready 3 bedroom, 2 full bath raised ranch with gleaming hard wood floors! Custom trim, crown molding, and neutral colors can be found throughout this lovely home. Spacious, light and bright, fully applianced kitchen includes brand new wall oven and built-in microwave. Glass doors from dining room lead to expansive multilevel deck and private fenced back yard with additional paver patio space ideal for a socially distanced backyard gatherings. New awning offers great shade on hot summer days. Inside there are 3 comfortably sized bedroom on the main level and a full bath with 2 sinks and a large jetted tub. Downstairs offers great rec room space with wet bar and fireplace, a large renovated full bath, laundry and a cool bonus space that could be a small office/ craft space/ or mudroom! Schedule a private tour - Showings start Friday April 16th.","6969 sqft",299900,"SingleFamily"
2232,3,2,1952,"Lovely and spacious ranch with possible in-law in lower level. Near Fairfield Metro Train Station, minutes from downtown Fairfield, all shopping and quick access to I-95. Right at intersection with Black Rock Turnpike. Hardwood floors, newer roof, newer mechanicals and much more. Yard is fully fenced and private. Finished basement with Kitchen and full bathroom with separate entrance being used as an in-law apartment. House is fully rented, month by month, but tenants have been there for over one decade. Tenants would like the opportunity to continue renting if the new buyer prefers. Rental income $1,480.00 first floor and $1,120.00 lower level apartment TOTAL $2,600.00 per month.  Multiple offers have been received. Agents, please send highest and best by Wednesday April 21 at noon.","8712 sqft",394900,"SingleFamily"
1860,3,3,2021,"TO BE BUILT! Ideal 3 bedroom Colonial with small covered entryway has 2.5 baths and 1860 sf on 1.07 rear acre level lot. Main floor features kitchen with island, dining room and living room with upper level bedrooms and full bath with walk-in closet in Master. Central air and Thermopane windows throughout the home and full basement with attached 2 car garage and door opener.","46609 sqft",399000,"SingleFamily"
2520,3,4,1967,"Belgo Road Oasis This well maintained home nestled on 6 acres under a canopy of trees has privacy, views, and mature gardens. The homes was built in 1967. It features an open floorpan that opens to a wraparound deck with stairs down to a large terrace. The house invites you outside.   You enter into a large comfortable kitchen with a big island with breakfast bar and many built-ins. The kitchen opens into the dramatic living and dining room which features a large fireplace and many cabinets for storage. A small office with full bath is behind the kitchen. Down the hall from the living room is the primary bedroom suite with walk in closet, built ins and bookshelves There is also a guest bedroom with ensuite bathroom. Downstairs is another private bed and bath with a slider out to the yard. The house is light and bright.   The property is located conveniently between Lakeville and Millerton. The property is peaceful and has a sense of serenity.","268765 sqft",975000,"SingleFamily"
1908,3,3,1974,"Magazine worthy! This absolutely stunning 3 bedroom, 2.1 bath Raised Ranch will not disappoint even the most discerning buyer. Situated on .57/acre lot, entertaining is made easy whether inside or out. From the moment you step onto the front walkway you will see the quality and care that this home offers. Upon entering thru the front door, as you go up the stairs, you will be greeted by gorgeous Bellawood hardwood flooring and custom trim work which both are seen throughout the main level. The spacious living room and dining room makes for hosting larger parties a breeze! The 2016 renovated kitchen is nicely appointed with soft-close maple cabinets, roll-out drawers, granite counters, stainless appliances, and an awesome peninsula allowing for more space. Both the dining room and kitchen lead you out to a 19x15 Trex deck that overlooks a fully fenced level yard and newer Klotter Farms Shed (16x12). Finishing off the main level are 3 generous size bedrooms which includes a master suite with a refreshed full bath; and a remodeled main bath.  The lower level boasts an open floor plan w/new flooring, an updated half bath w/laundry, and a huge pantry/mudroom which leads you out to the garage. NEW driveway ('19) ~ NEW front retaining wall and walkway ('19) ~ NEWER windows ~ NEWER furnace ('12 approx) ~ NEWER Trex deck ('16) ~ NEWER Shed (with warranty) ('17) ~ NEWER Septic system ('12 approx). Just unpack your bags and call 257 Upper State Street YOUR NEW HOME!","24829 sqft",385000,"SingleFamily"
2376,3,3,2009,"Offers due Monday 4/19/2021 at 10am.  Beautiful 12-year young ranch home located towards the end of a peaceful dead-end street!   This home is over 2200sf with finished basement!  Enter from the cute, covered porch to a bright, open floor-plan living room, kitchen and dining area that opens to large deck in the back.  Main floor features a large master bedroom with walk-in closet, bonus closet and full master bathroom, two additional bedrooms and full bath.  Loads of storage areas abound!  Lower level offers a giant finished walk-out basement with family/great room, new half-bath, laundry and utility area, plus large storage closet.  Great potential for an in-law apartment!  Large open yard with large storage shed, just waiting for your finishing touches! Perfect for gardening and grilling out on the patio or deck.  Oversized driveway can fit 8-10 cars.  Very easy access to I-395 and commuter lot.  Connected to city sewer. Come see this home and make it yours!","10018 sqft",235000,"SingleFamily"
1032,2,2,1962,"This beautifully renovated 2 bedroom ranch is located in Falls Village, Ct and is on a quiet secondary road.  This house is set on .70 well groomed  acres and, features a large stunning kitchen with granite counters, fine cabinetry and access to small deck.   The house has hardwood floors throughout and is move-in ready.   A must see property!","33541 sqft",265000,"SingleFamily"
2563,4,3,1985,"Starting April 24th, come see 26 Settlement Road in the Amston hamlet of Hebron - a delightful 4 bedroom Colonial nestled on 4+ acres of marvelous land!  As you can see from the pictures, the home is tastefully updated and in very good cosmetic condition. On the first floor, there is an eat-in kitchen along with a full dining room. There are two separate living areas so the home flows well and is perfect for entertaining and family time. The 3-season sun room is an absolute gem!! Upstairs, the 4 bedrooms are all well-sized and the MBR has its own bathroom suite and walk-in closets. The walk-up attic adds plenty of easily-accessible storage space. The basement runs the full footprint of the home and is partially finished, so there's plenty of extra space for an office, exercise room, workshop and more! Moving outside, there is an oversized 2-car garage with its own power, so it's a mechanics dream!  Perhaps saving the best for last, the home's 4.18 acres of level, lightly-wooded terrain provides an abundance of serenity and privacy. There is a fenced-in area for your pets, plus there are many mature plantings of trees, flowers, and shrubs so it's absolutely beautiful in season. Additionally, behind the your property line are many acres of land that won't be developed so you have some great forest walks right from your backyard. Call today to schedule your own showing for when showings start on the 24th - it's worth the wait - you'll love it!!","182080 sqft",399000,"SingleFamily"
3197,5,5,1961,"Incredible opportunity to own this spacious, 5 bedroom, classic Colonial in the heart of Southport Village. Enjoy privacy on nearly half an acre while enjoying the best that the Village has to offer. Walk to restaurants, Equinox, Pequot Harbor, Pequot Library and Southport and Sasco Beach. It's ALL about the lifestyle at 178 Taintor. Inside, an open floorplan beckons--family room with reclaimed wood beams, built-ins, wood burning fireplace and slider to slate patio. Formal living room with wood burning fireplace and kitchen with island and eat-in breakfast room. First floor en-suite master, home office or guest suite possibility with beautiful built-ins. Dining room with French doors to screened in three season room with corrigated metal walls and roof and herringbone brick floors. Huge laundry/utility room and sauna. Upstairs, 4 additional, generously sized bedrooms with tons of closet space and three full bathrooms. En-suite master has huge walk-in closet. Lower level can be finished for additional space. Attached 2 car garage. All new windows, new central AC. Gas and city water. Award winning Mill Hill school district.","20908 sqft",1399000,"SingleFamily"
1656,3,1,1965,"QUIET NEIGHBORHOOD! This well maintained Ranch has NATURAL GAS, PUBLIC WATER & SEWER and CENTRAL AIR!! Updates include fresh paint, refinished hardwoods, new granite countertops, backsplash, stove & laminate flooring in the kitchen, new carpet in the light & bright sunroom (which adds approx 270 ADDITIONAL SQFT,) new bathroom vanity, backsplash and laminate flooring in the bathroom, hot water heater was replaced in 2016, furnace is newer, roof on the sunroom is approx. 5 years young, exterior a/c condensing unit 2014, carpeting in lower level and blown-in insulation was added! The lower level can easily be used as a living room, office, playroom, etc and has a separate room that could be a 4th bedroom. Pressure treated wood deck is perfect for summer dinners and bbq's. 2 car garage with it's own workshop room. Great location close to top rated schools, shops, restaurants, breweries, highway access, you name it! HIGHEST & BEST DUE BY MONDAY 4/19 BY 5PM","19602 sqft",259900,"SingleFamily"
1686,3,2,1959,"Adorable Ranch style home features eat-in kitchen with center island, laminate floor, French doors to living room with wood floors, 2 bedrooms with wood floors, full bath; lower level family room, bedroom, full bath, 2 driveways, (left side of house driveway has been recently paved), shed, fantastic, 1.3 acre lot. Pictures in the MLS are from when the house was vacant, but it is occupied so please do NOT walk on the property without an appointment!!!","56628 sqft",239900,"SingleFamily"
3049,4,3,1940,"Spectacular and one of a kind estate and setting in Litchfield County offers views over Tierney Land Trust with a private walking path to cascading waterfall, ""Mo Cuishle"" or My Love is just under 80 minutes from NYC. Magnificently sited, private 8+ acres with Pool, updated and freshly painted 1940's 4 bedroom Cape Cod, with an Open concept floor plan make if a great weekend retreat of full time easy living home.  A heated gunite pool, blue stone terrace with steps leading down to the pool and overlook of Tierney Land Preserve and Jack's Brook with a long driveway which leads you through an allee of hemlocks and out to level and rolling lawn with a fruit orchard and protected views. There is a walking trail that wraps around the property and gives an overlook of rushing Jack's brook and the cascading waterfall, abutting nearby hiking trails for great walks which make this a one of a kind estate property!","384634 sqft",2295000,"SingleFamily"
1650,3,2,2021,"TO BE BUILT! Favorable 3 bedroom Ranch has large front porch, 2 full baths and 1,650 sf on 1.12 rear acre level lot. Open floor plan features an eat-in Kitchen with island and slider that leads to an outside covered porch perfect for entertaining small gatherings. Great Room has vaulted ceiling and gas fireplace and offers central air and Thermopane windows throughout. Enjoy the full bath and walk-in closet in the Master bedroom. Home comes with a full basement and attached 2 car garage with door opener.","48787 sqft",380000,"SingleFamily"
1496,4,2,1958,"FARMINGTON / ONE FLOOR LIVING / 4 BED ROOMS / 2 FULL BATHS RANCH / CENTRAL AIR / SOME UPDATED THERMAL PAIN WINDOWS / ARCHITECTURAL ROOF / STAINLESS STEEL APPLIANCES / LIVING ROOM / DINING ROOM COMBO / HAS A FAMILY ROOM W/FIREPLACE AT REAR OF HOUSE WHICH HAS A SEPARATE ENTRANCE / 2 CAR GARAGE W/ DOOR OPENER / LARGE LEVEL YARD / PATIO / STORAGE SHED / NEW HOT WATER HEATER / CLOSE TO EVERY THING! NOTE: **SOME PICTURES (SPRING PICTURES) WERE TAKEN A FEW YEARS AGO.","20908 sqft",269900,"SingleFamily"
2160,3,3,1976,"Welcome to 360 Leonard Road! This 3 bedroom 3 bathroom home has all the good bones you’ve been looking for. A fresh coat of paint and some new carpet would turn this already great home into something pristine! This home has all the space and then some! With a fantastic deck overlooking the in ground pool, it makes for great entertaining. The master bedroom has it’s own en-suite bathroom. The finished lower lever would be great for in-laws, office space, cozy family-room, or teenage space! With a vision and some elbow grease, this home could easily turn your hard work into long term equity! This is the lowest price home in Middlebury! Great opportunity to make this home shine again. BEST AND FINAL OFFERS DUE MONDAY 4/19 BY NOON.","51400 sqft",249900,"SingleFamily"
23700,6,12,2021,"Perched on 10 waterfront acres of lush grounds and mature landscaping, this architectural masterpiece is unrivaled in the juxtaposed design of hand-cut stone and modern design.  A custom estate with unmatched luxury offering a lifestyle of comfort, sophistication, and security.  Beautiful and private Converse Lake, in the coveted Conyers Farm.  A quintessential country and equestrian setting for the person looking for privacy within close proximity to Manhattan.  An immense amount of natural light pours through the steel-framed windows to facilitate open views of the water and grounds.   A grand 'great room' for entertaining and access to the invisible edge pool with spa and radiant heat terracing. A true labor of love has been seen in every detail to accommodate today's expectations","10 Acres",3.2e+07,"SingleFamily"
2116,3,2,1942,"Walk into your new home and settle right in! Delightful lounging porch greets you as you begin to enter this 3 bedroom colonial. Every room is generously sized with subtle & sleek decor. The enchanting kitchen grabs your attention immediately with white cabinets, granite counters, stainless appliances, pantry and dining area. A spacious entertaining dining room is off the kitchen - highlighted with crown molding. An oversized living creates two spaces for larger gatherings or separate relaxing areas. A modernized full bathroom completes the first floor. The bedroom level allows the sunshine in with all bedrooms eye-catching vaulted ceilings and skylights. The master bedroom is 26 x 15 with a walk-in closet and ceiling fan. The extra 2 bedrooms are large and roomy with ceiling fans. The second full bathroom features dual vessel sinks and intricate tile. Central air, shed and multi-zoned heat nicely round out this home.","6534 sqft",329900,"SingleFamily"
2160,4,3,1999,"What a Location!!! This neighborhood is right down the street from everything you need. Stores including Clinton Crossing, Schools and even a riding academy! The New Indian River Landing shopping complex with a Big Y and other stores is soon to be finished.  Lovely 4 bedroom Colonial with front porch welcomes you into an open floor plan home. Large eat in kitchen has a delightful 4 season sun room and also leads to a great room with vaulted ceiling and gas fireplace. There is a first floor office, half bath with laundry and a two car attached garage. Upstairs the master includes it's own bath and there are 3 other bedrooms anchored by a full hall bath. Pull down attic offers extra storage space. A full basement and outdoor shed completes the property at the end of a quiet cul de sac. Convenient o I-95 and 2 hours from NYC this one is not to be missed!","43995 sqft",429000,"SingleFamily"
2126,3,2,1999,"Better than NEW!  Beautifully renovated home convenient to all Durham has to offer. Modern main level living space renovated to today's taste and style.  Three spacious bedrooms, two brand new full baths, designer kitchen and private back deck. Plus a two-car garage! Showings start 4/23/2021.","64904 sqft",375000,"SingleFamily"
1296,4,2,1994,"Welcome to your dream home!  When you first pull up to 73 Heather Heights, you will feel at ease.  From the cul-de-sac location on the tree lined street to the generously sized yard with great ground level deck, you will enjoy the comforts of outdoor living.  Pull into the roomy one car garage and take your shoes off in the convenient mud room leading into the large kitchen with stainless steel appliances.  The seller has even opened up the wall between the kitchen and dining room to create an inviting open floor plan.  The dining room was made for entertaining and enjoying a good meal.  Through the front door is your cozy and inviting living room waiting for you to relax.  In the back of the house is a full bath and a first floor bedroom.  Upstairs you will enjoy another full bath and three lovely bedrooms.  This home is meticulously maintained and cared for with updated landscaping in front, 2014 gas boiler/tankless water heater combo, Anderson windows installed in 2016 in front and side of house, central air 2015 and new upstairs carpets 2017. Imagine the memories you could make in this home!  Don't delay!  Schedule a showing right away!  Highest and best offers due by 4/18/2021 at 7 pm.","11325 sqft",259900,"SingleFamily"
1906,3,2,1991,"Conveniently located along I-84 Corridor and just under 15 minutes to the closest Metro North Train. This beautiful 3 bedroom 2 full bath colonial is just waiting for your personal touches. The Master Bedroom with adjoining bath offers not only a huge walk-in closet but also a separate area just big enough for a nursery, quiet sitting spot or an additional dressing area.  There are 2 other large bedrooms on the second floor offering generous sized closet space. The finished basement is heated with a walkout exit making it a perfect opportunity for additional living space. The sooner you make this house your home is the sooner you can entertain on your two-tiered deck and enjoy the summer sun or sit by your fireplace to relax after a long day.  See agent remarks!!","32234 sqft",385000,"SingleFamily"
1098,3,1,1950,"Adorable Ranch absolutely move in ready with many energy features, located just outside Westville Center. This home features generous sized living room with fireplace, hardwood floors and beautiful picture window looking over perennial garden. There are three bedrooms all good size and gorgeous 50's bathroom with aqua and black colored tiles. There is an expansive fully fenced private parklike yard. Perfect for outdoor grilling, gatherings, gardening, chilling by your fire pit. Recent energy saving audit produced a programmable thermostat, new Pella vinyl replacement windows, 14’ of insulation in the attic, even front window shades are light and sound filtering energy efficient. There is a single car garage with additional side enclosed greenhouse/enclosed porch, for the avid gardener, or screened in porch overlooking your lovely private yard and gardens.","8712 sqft",229500,"SingleFamily"
1780,3,3,2021,"TO BE BUILT! 3 bedroom, 2 full and 1 half bath Cape Cod with large porch, mud room and 1,780 sf on 1.40 rear acre level lot. Open floor plan has vaulted ceiling and gas fireplace in Great Room, Kitchen with pantry, and a formal Dining Room with slider leads to outside deck. This home is perfect for first floor living with convenient main floor Master with full bath and walk-in closet and 2 additional bedrooms upstairs. Features central air, Thermopane windows, and full basement with an attached 2 car garage with door opener.","60984 sqft",399000,"SingleFamily"
1251,3,2,1942,".","14374 sqft",199900,"SingleFamily"
2250,4,4,2013,"Welcome home to this turnkey, move-in ready Glenville gem.  The light filled charming property boasts over 2,200sf, 4 bedrooms, and 3.5 baths.  The bright and airy updated kitchen features stainless steal appliances, granite counters and a breakfast bar.  An adjoining spacious dining room is perfect for family or entertaining guests.  The front to back living/family room provides ample space for play, work or relaxation.  Upstairs features a master suite with luxurious bath along with 3 additional bedrooms and two full baths. A fully fenced yard with gracious terrace and a 1 car garage complete the property.","6534 sqft",1100000,"SingleFamily"
2134,4,3,1979,"FRESHLY PAINTED WHITE KITCHEN!! Welcome to turn-key, easy beach area living! This sweet colonial style, four bedroom home sits pretty at the end of a quiet cul de sac just steps from downtown and the water overlooking gorgeous, lush marshland. From first glance, the professional landscape and curb appeal beckons. Available at the end of May, this home was meticulously maintained by the previous owners, is super clean, features fresh paint and newer appliances. Enjoy a great floor plan with spacious living room, large eat-in kitchen, casual family room with fireplace, dining room and light and bright sunroom overlooking the marsh. Upstairs you will find four bedrooms, including a master suite with full, updated bathroom. It also boasts updated baths, central air, main level laundry, one-car garage and outdoor deck with awning. Get in for summer and walk to the beach and enjoy all that in-town Fairfield living has to offer. Flood insurance is approximately $1100/year.","6534 sqft",625000,"SingleFamily"
1296,3,2,2003,"Beautifully Updated Home!  Large Country Kitchen w/ Granite, Vaulted Ceilings, & Breakfast Bar!  Master Suite w/ Vaulted Ceilings, Beautiful Master Bath w/ Large Garden Tub!  3 Bedrooms! 2 Full Baths! Living Room! Dining Room! Central Air! Inground Sprinklers, a MUST SEE!!","No Data",72900,"SingleFamily"
9092,6,9,2003,"Exquisite cutstone Georgian on 2.39 private landscaped acres on quiet cul de sac in sought after location- lower midcountry close to schools. Beautiful arch detailing and striking decorating with classic elegance & high ceilings throughout. South facing sunlit rooms with tall windows and multiple French doors open onto expansive terrace- spans width of house. Stunning Pool with Spa and auto cover connects terrace with magnificent property. Grand front to back foyer with double height ceiling. Lovely living room with fireplace, dining room with fireplace and butler's pantry. Paneled Library with fireplace and wetbar. Gorgeous gourmet kitchen with custom cabinets, large island, breakfast nook and magnificent family room with beamed vaulted ceiling. Luxurious master suite with fireplace, 2 bathrooms & walk in closets/dressing rooms. 5 beautiful ensuite double bedrooms. 3rd floor family room and exercise room. Wine cellar, family room with fireplace and copious storage on lower level. Mudroom, 3 car garage, generator, Crestron system and more...","87120 sqft",8250000,"SingleFamily"
3142,4,3,1950,"Renovated Colonial, set back behind stone walls located in the desirable South Wilton area. Set on 1.50+ level gorgeous acres with room for a pool, you will not want to miss this updated 2700+, 4 bedroom, 3 full bath home. As you enter, you are greeted by a 2-story sunny foyer that leads you to the spacious family room with custom built-in shelving and cabinets. Just off the family room is the updated kitchen, with new stainless steel appliances, granite countertops and a large dining room. Finishing off the first floor is the cozy living room, full bath and sliders leading to the back deck. Upstairs is the gorgeous master suite, with walk -in closet, large full bath with 2 skylights, marble surround soaking tub and tiled shower. In addition, a set of doors leading out to the private balcony overlooking the beautiful private grounds. The other 3 bedrooms are spacious and share a full, updated  hall bath. Recent updates include 2004 master bedroom addition including 1st floor full bath, 2015 new driveway with Belgian block, 2017 painted exterior and interior, 2014 new roof,  newer tankless water heater, Nest smart home thermostats - too much to list. Minutes to Merritt parkway, train, Wilton center for shopping and to the AWARD winning schools.  You will not want to miss this perfect home!","67082 sqft",799000,"SingleFamily"
2390,3,2,1965,"This North Haven hidden gem on a beautiful full acre of outdoor space is officially on the market.  This home features a newer natural gas high-efficiency furnace and hot water heater (4 zones!) with the ability to connect your grill to natural gas & enjoy summer barbecues with ease.  In the Spring of 2019 new insulation was added to the attic for additional home efficiency.  There is a workshop area adjacent to the garage that walks into the finished lower level with a full bathroom and laundry room.  All windows were replaced with “renewal by Anderson.""  The kitchen features brand new flooring and backsplash, the dining room and living room both have nice hardwood floors, and the living room boasts a cozy fireplace with a beautiful mantel, all bedrooms have hardwood flooring.","44431 sqft",298000,"SingleFamily"
912,3,1,1955,"Move in ready! Desirable Eastside ranch.  Easy one floor living with this three-bedroom, one bath beautiful home.  The freshly painted interior is light and bright!  Stylish, chic colors to match any décor.  New kitchen flooring with brand new quartz kitchen counters.  Stainless steel appliances and an eat-in area that overlooks the backyard.  Updated bathroom with a newly tiled shower.  This home has gleaming hardwood throughout because all the floors just got refinished.  Newer windows and roof.   Clean, large basement can be refinished for extra living space.  Enjoy the backyard that has plenty of privacy, perfect for outdoor fun or relaxation.   Expanded, large 26 x 10 newer deck provides extra entertaining space for family and friends.   Excellent starter home or for folks looking to downsize.  Don’t miss out on this lovely home.","11325 sqft",205000,"SingleFamily"
1456,3,2,1995,"Any day now this yard will pop with tons of perennials, flowering bushes and plants! Enjoy all the birds and the brook in the back yard. Eat in kitchen with quartz counters, stainless steel applicances and a gas stove.  Washer/dryer and storage area right off the kitchen! Open to the spacious dining room and living room with beautiful hardwood floors, lots of windows and pellet stove.  This home has a wonderful open floorplan.Master bedroom on one side has full bath with jetted tub, stand up shower and a large closet. The 2 other bedrooms also have walk in closets. 1 bedroom currently being used as den New roof. The deck has an electric retractable awning when the sun is too much.Unfinshed lower level has a walk out with sliders and window on the back that could be easily finished.  There is plenty of room to addd a garage.","60548 sqft",265000,"SingleFamily"
