"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
2305,3,1,1947,"Tons of potential with this gorgeous property in a great Seymour location. Home boasts tons of natural sunlight, large rooms throughout, hardwood flooring, a brand new boiler and a super private lot. This property actually comes with two lots totaling over one acre! (lot can be sold separately). Property is quite original so bring your updating ideas! Make your appointment today and be the one to bring this gem back to life and enjoy it for years to come! Subject to probate approval and to be sold as is, where is","28749 sqft",259900,"SingleFamily"
2131,3,3,1900,"Many professionals are now adapting to their new home office scenario.  This is the ultimate set up and now is  the time to invest in the perfect work from home environment. First floor is currently used as a Psychologist office featuring a spacious greeting area, 3 private offices/conference area, CAIR, bath and work area. After a successful work day slip upstairs to an awesome, open, and updated apartment with newer white kitchen, new flooring, updated bath and spacious bedroom. The lower level is also partially finished with kitchen area, full bath/laundry and storage area.  Other newer updates include roof and windows. There is ample parking with a 2 car detached garage and 8 additional parking spots.  Property rests near the West Hartford border and is convenient to highways, restaurants, courthouse.  This is perfect for an attorney, doctor, accounting, salon, contractor...endless possibilities!!!","13503 sqft",259900,"SingleFamily"
1482,2,1,1784,"Charming 1784 Colonial waiting for your personal touches..  2-3 bedrooms ... one room was opened up for tv room...  extra rooms upstairs with wiring  for electric heat  some of original wide plank and exposed beams in the walls  Newer roof and furnace...  Only 5 minutes to Bantam Lake for your enjoyment  2 car garage with additional room   Additional fireplace behind the wall in kitchen behind the refrig   Private fenced in side yard with plenty room for gardens and flowerbeds  surrounded on left side and back of property by farmland  Property has an easement to access neighbors driveway to exit onto Rt. 109 for safety   Keep in mind this is an old house and has many possibilities for expansion and updating","23522 sqft",259900,"SingleFamily"
2279,4,4,1947,"Well maintained, 4 bedroom, 2 full bath, fully dormered Brick Cape. This home features wide plank wood floors in fireplaced living room as well as the dining room, built-ins for your storage needs, eat-in kitchen with plenty of solid wood cabinets. Large FIRST FLOOR BEDROOM plus 3 additional spacious bedrooms on 2nd floor; full bath, hard wood flooring. Finished lower level with fireplace and laundry room. 16 year young architectural shingled roof, NEWER: thermo-pane windows, oil tank, hot water heater PLUS a top of the line Thermo-pride oil furnace. Schedule your private showing today!","14374 sqft",259900,"SingleFamily"
1489,3,2,1938,"SELLER ASKING FOR BEST AND FINAL BY SUNDAY APRIL 18 AT 5 PM.  Charming 1930's character with many classic features of the era.  Nicely updated with brand new propane boiler, roof one year old (including garage roof), tankless propane hotwater heater installed 2017; chimney repointed one year ago; central air about 5 or 6 years old, there is a wood burning stove in the basement and newer well tank/bladder.    Some original wood paneling, stone fireplace, two car garage, large, flat usable land and this home is located in the quiet corner of Manchester.  Other interior features are a large country kitchen with an abundance of windows and sliding door to paver patio; generously sized living room and expansive front entrance.  There is one bedroom on the first floor (perfect for nursery or home office) plus a powder room.  There are two bedrooms on the 2nd floor; one of which has many builtins and special nooks and crannies. The master has two closets plus extra eave storage.  In addition there is a central versatile space for a 2nd home office, play area or simply a place to unwind.  Both bedrooms connect to the  bathroom.  This home has great entertaining space and a perfect yard for creating new memories with family and friends.","44431 sqft",259900,"SingleFamily"
1664,3,3,1900,"Call this spacious single family house, HOME!  Located near the Quinnipiac river, close to I-91 and I-95, making it easy to commute to and from.  This home features a spacious basement that can potentially be used as an in-law apartment.  Huge kitchen, dinning room and living room to host family gatherings.  Along with spacious back yard for parking or to be used for your enjoyment.  This house has everything you've been looking for and some!  Don't miss this opportunity and schedule a showing.  Additional pictures coming soon.","6969 sqft",250000,"SingleFamily"
2100,3,3,1920,"Very well maintained Colonial in a desirable area of Morris Cove neighborhood of New Haven. Located within minutes from Padree Seawall Park, this house offers great quality construction, very comfortable room layout and living space. Spacious Living Room with front-facing Sun Room, open to the generous Dining Room.  Large Eat-in Kitchen with ample counter space has updated stainless-steel appliances. Full bath just off of the laundry room in the back of the house.  Old-world quality construction! 2nd floor has 3 bedrooms and full bath. Walkup attic offers easy expansion space.  The lower level has a large in-law unit: living room, full bath, bedroom and a kitchenette area.  Nice back yard, private deck. Great value.","5227 sqft",260000,"SingleFamily"
1939,4,2,1900,"Built in 1900 this home has an updated open floor plan and sits on 4.20 acres in the heart of Stafford. Beautiful hardwood floors have just been refinished. The kitchen skylight and palladian style window in the dining area let in plenty of natural light. Easily fill your largest stock pots from the pot filler above the stove. Plenty of cabinets and hang all of your pots and pans from the ladder over the kitchen island with granite top. The dining area opens to the living room with a pellet stove to keep you warm. Updated farmhouse lighting is the perfect finishing touch to this home. First floor updated full bath with laundry area. First floor bedroom has a beautifully laid hardwood floor would also make a great office, study area, or play room. The second floor has three generous size bedrooms and half bath. Walk up to the attic to store all of your belongings. Sit on the covered front porch swing and enjoy a summer evening. The side deck is trex and is great for grilling and entertaining. Bring back the screen room and enjoy outdoor dining and entertaining. The detached garage has one overhead door, workshop space with wood stove, and a second floor for more storage. Horses and livestock are allowed in accordance with the zoning regulations. Just behind the garage is the old trolley track and makes for a beautiful walking trail. Conveniently located to downtown Stafford, Stafford Motor Speedway, I84 for a quick commute to Hartford or Boston. Your new home awaits!","182952 sqft",260000,"SingleFamily"
1789,4,3,1963,"Don't miss out on this rare spacious home on the end of a cul-de-sac.  Private sun deck and ample back yard space.  House is currently occupied by a tenant and is not being shown.  Accepting all offers pending inspection.","13939 sqft",260000,"SingleFamily"
1244,3,2,2021,"To be built,similar, nicely designed raised ranch by Muncy Homes of PA ,  ""Legacy"" model with open floor plan situated on large corner lot yet near convenience of city limits,shopping and mall. Split layout,  Bedroom suite with a good sized closet, hall  bath, plus an eat in kitchen, first floor laundry area, possible walk out basement.  To be built similar to photo, call for options and features on this efficient, Raised Ranch style  home. FHA, USDA, VA financing","44866 sqft",260000,"SingleFamily"
1590,3,3,2020,"New Flat Brook Subdivision with 18 Lots, 6 of which are Workforce Housing subject to Income and Deed Restrictions  Housing Opportunity District 8-3Great Opportunity to own your home with Interest Rates very affordable. Workforce homes all include 3 Bedroom 2.5 Bath Brand New Stainless Steel Appliances, with option to choose finishes. These homes are To be built, workforce homes will be built on lots 4,5,6 and 13 Flat Brook Ct.   Market Rate home purchase allows option to choose Lot location.","11761 sqft",262500,"SingleFamily"
1590,3,3,2020,"New Flat Brook 18 Lot Subdiv with 6 lots for affordable housing available with Income Limits and Deed Restrictions.   Housisng Opportunty  District 8-3.  Great  Opportunity to own your home with very affordable Interest rates.   Assessments are Land only   Workforce homes all include 3 Bedroom 2.5 Bath Brand New Stainless Steel Appliances, with option to choose finishes.  These homes are To be built, with options to pick Lot location  (workforce homes will be built on lots ,6 and 13 Flat Brook Ct).","31363 sqft",262500,"SingleFamily"
1380,3,2,1900,"Immediate showings / occupancy!  Freshly painted Bedrooms and Living Room.  Just staged - check out the NEW PHOTOS!  Great opportunity to own in East Lyme, Flanders Village!  Updated kitchen, open layout with living room and dining area open to kitchen via pass through and open area to back yard.  Original wide plank hardwood floors downstairs!  Two of the upstairs bedrooms have sliders that open onto the back deck.  Patio area under the deck.  Fire pit and small fenced in garden area in back yard.  Extra Parking Area across the street is included in purchase.  2-3 Bedroom Dutch Colonial - Town Card says 2 bedrooms, but the 3rd room upstairs has been used as a bedroom - could add a closet to the room or use / connect into the hall closet.  OPEN HOUSE Saturday April 3rd 12-1pm.","6969 sqft",262900,"SingleFamily"
1296,3,2,1950,"Move Right in To this Comfortable and Efficient Cape with 3 beds, 1.5 baths that has seen many upgrades recently!  This cozy cape has a eat in kitchen complete with new appliances, a cathedral ceiling in the breakfast area, open pass-through between kitchen to the dining room which has hardwood floors, lots of closets for storage, Family room is complete with wood burning stove and brick fire wall that will warm the entire house on those cold days.  Upstairs you will find 3 good sized bedrooms and a half bath.  The Walk-Out lower level makes for a great work space, rec room, additional storage or finish it into more living space if needed.  Walk out of the basement into your private backyard that is completely fenced.    Connected to town water and sewer and fueled by propane,  You will love the fenced yard with firepit.   Many upgrades include New roof, windows, siding, fresh paint, new garage door, water heater ,appliances and ductless cooling unit in family room.  Located close to everything, including great shopping, dining, beaches and easy access to I-95/395.   Just 7 minutes to Coast Guard Academy, 15 minutes to Mystic, 6 Minutes to the Mall and so much more!","11325 sqft",264900,"SingleFamily"
1783,4,2,1910,"COMFORT OF A 3 BDMS COLONIAL HOME ON .21 ACRES WITH 3 BDMS, 1 1/2 BATHS, REMODELED OPEN SPACE KITCHEN WITH ISLAND, STYLE & CONCEPT!  HARDWOOD FLOORS & TILE WITH 3 LEVELS AREA -  ( 7 ROOMS WITH THE STUDY AREA ON 3RD LEVEL) FORCE AIR HEAT, CENTRAL AIR WITH SEP. ZONING IS A PLUS.  1 THERMOSTAT IN 1ST FL., 1 THERMOSTAT IN 1/2 BATH & 1 ALSO 1 IN ATTIC AREA.  LET'S NOT FORGET THE RELAXING PATIO AREA TO THE REAR WITH ROOM FOR A GARDEN AREA AS WELL.  WARRANTY FOR BASEMENT & ROOF AS WELL.  PLUS SOLAR PANELS.  CONVENTIONAL LOANS BEST!   THE GARAGES UNDER ONE STRUCTURE NEED WORK. HOWEVER, KEEP IN MIND THAT THEY ARE PART OF THE PACKAGE AND NICE TO HAVE!","9147 sqft",264900,"SingleFamily"
1459,3,2,2021,"*Under Construction* Brand new home being built! 3 Bed room 2 full bath with  first floor having hardwood and a master bedroom, custom kitchen with granite cabinets, stainless steel appliances and deck access. second floor has 2 large bedrooms, full bathroom and lots of closet space. Basement is open and unfinished with a high efficiency gas on demand hot water/heat along with central air. The white final fence will continue across the back yard. Builder is open to add ons","4791 sqft",264900,"SingleFamily"
960,3,2,1960,"Adorable well maintained 3 bedroom 1 full 1 half bath ranch styled home situated on lovely .34 acres.  Wonderful open floor plan. Inviting Living Room with cozy wood stove and new carpet.  Newer roof and windows, large wrap around deck. Wonderful outdoor living space; beautiful plantings, pergola, brick pizza oven and hot tub. Plenty of storage in the attic or walk-out basement. Huge paved parking area with shed.  Welcome Home!","0.34 Acres",NA,"SingleFamily"
1768,4,2,2007,"This is a beautiful newer colonial, built-in 2007, total makeover 2015, large rooms (especially bedrooms, very, very large and 4 of them!), hardwood and tile floors, 2 full baths, newer kitchen with new granite countertops. Bonus room added in the basement for possible added bedroom, playroom, craft room, or mancave. Beautiful deck overlooking spacious partially fenced back yard. Move-in ready on the bus line and close to most major shopping areas.  Minutes from interstate 91 and 291.  Won't last long, so hurry on over.","12632 sqft",259900,"SingleFamily"
1632,3,2,1965,"Lovely 3 Bedroom, 1 and a half bath home in a great residential neighborhood.  Beautiful hardwood flooring throughout. Newly renovated kitchen with stainless steel applicances, freshly painted, newer windows, updated baths, finished basement and laundry room.  2 car garage with workshop area. Large private backyard and a deck off the back. The home has solar panels on the back, No contracts or lease they are fully owned.  This one is a must see!  Ready to move in and make your own!","30492 sqft",264900,"SingleFamily"
924,3,1,1963,"Downsizing?      Just getting started?       Move up from a Condo?        This may be a great property for an FHA 203K?       Want to get into Southbury / Region 15 schools for an affordable price?  This may be your ticket.  Some TLC needed; but in this market; tough to beat this house at this price. Easy access to town and schools! great views of nearby horse farm. extra parking for the extra cars. interior is in good condition. Some work needed on entry stairs.   Property is being sold as is . It is an estate  and there will be some probate that needs to be finished after the acceptance of the purchase agreement.","79279 sqft",265000,"SingleFamily"
1879,4,2,1900,"Recently renovated with all new siding, floor to ceiling windows, rear deck, new plumbing, new electric, new mechanicals (boiler, hot water heater, electric panel), paint, fixtures, restored hardwood flooring throughout - the list goes on and on! The first floor boasts a covered front patio entrance to a large foyer and grand staircase with original c. 1900 wood detailing and mouldings. The kitchen has granite countertops, a pantry and all new cabinetry that leads into a huge open concept eat-in area. There is one full bath on the first floor along with a bright formal dining room, living room and bonus room to be used as a study, playroom or additional bedroom. The rear entry opens to a large mudroom with laundry hook up. The second floor has 3 large bedrooms and the master offers a huge WIC. There is an additional full bathroom on the second floor and a large sitting area. The large walk-up attic includes a fourth bedroom that can easily be finished for extra living space - perfect for an in-law suite or teenager's floor! The unfinished basement has lots of room for storage and a separate room with walk-out access – great for storing lawn equipment, bikes, strollers, etc. This turn-key home must be seen to be believed! Walking distance to Wesleyan and downtown, and located on the corner of an idyllic tree-lined street and cul-de-sac. Welcome home!","3484 sqft",265000,"SingleFamily"
1248,3,2,1964,"Three-bedroom ranch conveniently located. 5-minute drive to the train station and close to I-91. Wallingford center is less than a 5-minute drive. This home has a big beautiful backyard and charming brook at the end of the property line. The home has a large walk-out basement that leads to a concrete patio. The attached garage leads right into the dining area. The carpet in the dining/living area hides gorgeous hardwood floors. Brand new furnace as of 6 months ago. Come see your new home before it’s gone!","22215 sqft",265000,"SingleFamily"
2186,4,2,1963,"Spacious Cape offering a versatile floor plan. This home needs interior updating but now is the perfect time to make it your own. The roof (2020), well pump (2021) and the boiler, siding and windows are all on the newer side. First floor offers large eat-in kitchen, huge formal dining room, living room with fireplace. 1st floor bedroom could remain a bedroom or use as a family room. Upstairs has a large bedroom with 2 good size walk-in closets which you could possibly convert one to a master bath and 2 other bedrooms. A full bath on each floor. Car enthusiasts will fall in love with the detached garage. High ceiling that can accommodate a lift, 3rd garage door on the side and a walk up loft. Nice, open 1 acre lot in a quiet, country setting. Within 15 min. to UCONN and less than 10 min to ECSU. Estate sale, being sold AS IS.","43124 sqft",265000,"SingleFamily"
1776,3,2,1962,"Great house. Good for first time buyers. It must see.","21780 sqft",265000,"SingleFamily"
1716,3,3,2005,"Don't Miss This One!! This 2005 Built well maintained home has it all ~ Sun filled home has an open floorplan, Vaulted ceilings in the Kitchen,Dining room  & Living room. Hardwood floors on entire first floor, 2.5 baths Central Air. Finished lower level with a pellet stove, walkout basement to a second deck. 6 panel doors, Thermopane windows, floored attic. This home is part of the Coventry Lake Association Private Beach & Boat Launch Rights $130 per yr association fee, Short walk to Coventry lake. All appliances are included. Well pump was recently replaced, Furnace was serviced and septic was recently pumped Note the Square footage includes the finished lower level. Security system is not included.","37461 sqft",265000,"SingleFamily"
NA,NA,NA,NA,"2.1 +/- Acre Commercial Lot to be sub-divided on Rt. 44 next to Dunkin Donuts. High traffic count, easy access to major highway. Over 400' of frontage on Providence Pike (rt. 44).   Seller will provide lot and building approval for attached 3500 sq./ft.  Building with drive through.  See attached plan.",NA,265000,"Unknown"
1488,3,2,1952,"Don't miss this opportunity to own a 3 bedroom, 2 full bath home with 2 car garage, a first floor family room, a lower level rec room, central air, gas heat, and thermopane windows in a great neighborhood. It has all the essentials, it just needs a little sprucing up. There are oak floors under the carpets in the living room and dining room and beautiful pine floors throughout the upstairs under the carpets. The kitchen has nice appliances including a dishwasher, fridge, gas oven, built in microwave, and garbage disposal and the cabinets are good quality. The first floor offers a living room, dining room, kitchen, family room, one bedroom, and a full bath. Upstairs are two bedrooms and a full bath. For extra space you will enjoy the pine paneled rec room in the lower level or relaxing on the back porch. Hungry? You are walking distance to New Britain Ave for a great selection of restaurants, bakeries, coffee shops, pharmacies, convenience stores, etc. And the friendly neighborhood with sidewalks is perfect for an after dinner stroll. Close to the library, parks, school, supermarket, and highway. Make this your next home sweet home! SHOWINGS BEGIN THURSDAY APRIL 8.","8712 sqft",265000,"SingleFamily"
2821,4,3,1988,"Handyman Special! (Exterior photo from when owner purchased the property) Great home in need of TLC.  Fabulous great room with wood floors, fireplace and beautiful views, 1st floor bedroom with full bath, large kitchen with island, dining room, generous master bedroom with full bath. Newer furnace, indirect water heater, and air handler. Roof is approximately 13 years old. Large shed. Possibility of adding  a 2 car garage. Deck is not safe to walk on and in need of repair. Home is winterized and electricity is off. Bring your vision to this fantastic home.","71438 sqft",265000,"SingleFamily"
1332,3,3,1999,"Come live near, all the attractions in Torrington.  This home is located on Fairlawn Road.  meet the wonderful neighbors of this well kept area.  Close to the highways, mall for shopping.  This 3 bedroom and 3 bath home can be yours.  Tastefully, updated, kitchen, living and baths.  Just, repainted to move right in.  This home has plenty of space for starting a family, for years to come.  Sliding door from the open concepts dining room leads to a large yard.  Line with trees for privacy.  The living room boosts a fireplace for the cold winter nights.  The Kitchen screams storage, an Island for baking with the kids.  2 baths on the main floor and another in the lower level, makes it very convenient for family living.  Master bedroom is large, roomy for that king size bed.  Master bath and walk in closet.  2 other bedrooms on this level, great for kids or offices.  Lower level boost an additional family room, great for gatherings.  Large 2 car garage, park and enter.  Near highways, restaurants, antiquing, hospitals, camping and museums.  A must see.","13068 sqft",265900,"SingleFamily"
2588,3,3,1966,"Who's ready to settle down in cozy South Windsor?! I am!  Come check out this 3 bedroom  2-1/2 bath raised ranch. Nestled close to Topstone golf course and Eli Terry elementary school.  This home boasts of a newly installed heating system, oil tank, newer roof and siding. All of the heavy lifting is done! Just bring your cosmetic finishing touches to make this beauty your own!","20908 sqft",268000,"SingleFamily"
1828,4,2,1925,"Do not miss this 4 bedroom, 2 bath 1800+ sft uniquely remodeled beach cottage with tons of space and lots of opportunity in the private Bayview Beach Association.  With just some cosmetics, this home could fetch about $250+/night for vrbo or air bnb over the summer...and is an easy academic rental.  With interest rates so low, this home is a smart investment just steps from the water.  Or, for our investor friends, there is support to make this house a real winner for you!  Walk or ride your bike to Gulf Beach, the center of town and the train.  No flood insurance needed.","4356 sqft",269000,"SingleFamily"
1622,3,2,1983,"Come home to Country living at its best!  Enjoy your Raised Ranch on 3.4 acres in beautiful Stafford Springs CT!  Set back on a quiet country road, just 3 minutes from Crystal Lake and 10 minutes from I-84.  1622 sq. ft. of living space: 3 bedrooms, living room, dining room, family room, AND a bonus room to use as an office, play room, exercise room… you decide! As well as 1.5 baths with Jacuzzi tub and a Spacious 2 car garage! All appliances included: dishwasher, stove, range hood, refrigerator, washer, dryer.  Large yard perfect for gardening, lawn games, camping…along with 2 large decks & 2 storage sheds. Wooded lot means plenty of firewood for your Wood stove and Fireplace to supplement Oil Heat. Vinyl Siding. Attic storage with pull down stairs.  A delight to come home to serenity, and yet fishing, swimming, boating, and skating are minutes away at the Lake, as well as hiking/biking in CT state forests and apple, peach and blueberry picking at nearby orchards! I imagine you’ll be hosting the next family picnic!  Foundation Disclosure: This property was recently inspected by a Licensed Professional Engineer, and pyrrhotite was found to be present. Engineering Reports are available upon request. A claim for state funding through Connecticut Foundation Solutions Indemnity Company, Inc. (CFSIC), is available for transfer to the buyer at closing.  The Town of Stafford CT has reduced the assessment and taxes accordingly.","148539 sqft",269000,"SingleFamily"
2080,3,1,1954,"Must see this Turnkey remodeled 3/4BR 1BA ranch that you will want to call yours. This home features a new kitchen with w/granite counters, stainless steel appliances, hardwood floors, a large deck for entertaining that takes you down to the spacious yard, a fireplace located in the family room, a wood-burning stove in the finished lower level, wet bar, and more!!! Ruth Chaffee school district.","10454 sqft",269000,"SingleFamily"
1702,5,2,1958,"This house is a must see!  Single family located on the North-end of Bridgeport.  Main level has 3 bedrooms with a full bath and lower level/finished basement with 2 large bedrooms rooms, a full bath with an additional small room/office.  Garage was converted into a bedroom.  Solar panels were installed by owner and the monthly fee ranges from $10 - $75 per month.  Home must be purchased with with the solar panels and new owner has to take over panel lease.  Owner has saved a lot on electricity with these panels.  A nice size shed was install in backyard for additional storage.  Please use SmartMLS 4 page standard contract for all offers. Please use Covid protocols and wear a mask when entering home.","12196 sqft",269900,"SingleFamily"
1142,3,1,1952,"Beautifully updated 3 BR Ranch. Brand new Kitchen with granite counters, stainless appliances . Refinished hardwood floors. One bedroom with engineered wood floor and pocket door. Fireplace. Completely remodeled bath. New thermopane windows. Full basement with washer/dryer , newer economical gas furnace. Also partial crawl space. Newer roof. Freshly painted inside and out.,4 car tandem garage fronting on Lansing Place! Firepit in back yard. VEry convenient location with easy highway access. Ready for quick occupancy!","6969 sqft",269900,"SingleFamily"
1458,3,2,1915,"OFFERS ACCEPTED UNTIL MONDAY 19TH 5:00 PM....BLACK ROCK! NEED I SAY MORE? CRAFTSMAN STYLE COLONIAL IN SUPER LOCATION. HARDWOOD THROUGH-OUT, CHESTNUT WOOD WORKING AND STAINED GLASS ARE DETAILS TO BE SAVED AND RESTORED IN THIS VINTAGE HOME.  WALK TO THE BEACH, RESTURANTS AND ST MARYS BY THE SEA A BRIDGEPORT WATERFRONT LANDMARK. 3 YEAR OLD FURNACE AND HWH. PROPERTY SOLD AS IS, WHERE IS. SUBJECT TO PROBATE COURT APPROVAL.","5227 sqft",269900,"SingleFamily"
1861,3,1,1955,"Welcome home to 69 Roxbury. This refreshed one of a kind cape offers newly refinished floors, fresh paint & fresh carpet throughout! A fantastic subdividable 2.6 acre lot and over 1000 Sq/Ft of additional 2nd Floor living space ready for your finishing touch. Entertaining is easy with the full eat-in kitchen and outdoor patio. The house as is makes for a great one level living! Sit back and relax in the sun room or kick your feet up in the winter and light a fire. This is a great opportunity with close proximity to Downtown, beaches, shops and more!","113256 sqft",269900,"SingleFamily"
14304,8,11,2008,"Field Point, an exquisite custom-built stone Georgian with 340 feet of private Long Island Sound shoreline and breathtaking panoramic views was designed by the award-winning architecture firm, Shope Reno Wharton Associates, to exemplify luxury waterfront living at the highest caliber. Ideally situated on 2.46 pristine acres of land in the exclusive guard gated Field Point Circle Association in Greenwich, Connecticut, this unparalleled estate embodies the essence of strategic architecture with stylish interiors, while featuring a deep-water dock, indoor pool, outdoor pool, private beach, English gardens and more. Elevated, protected and privately positioned, Field Point offers the ultimate in luxury lifestyle.  

A masterpiece of craftsmanship, this eight-bedroom home is light-filled and graced by soaring ceilings, walls of windows and expansive covered porch affording idyllic waterviews. Grand-scale entertaining and everyday living are equally at home in this elegant home with interiors by Thomas O’Brien of Aero Studios. Amenities include hurricane impact resistant Tischler windows, a water filtration system and a back-up generator for the entire house. There is an attached garage with electric vehicle charging station.   

Introduced by a long, radiant heated cobbled drive leading to a landscaped forecourt, this property offers beautiful, chemical-free landscaping by Cummin Associates. Extensive fruit and vegetable gardens and fruit tree orchards highlight the grounds, along with two beehives and a chicken coop. Lined with sycamore trees, the outdoor pool is spanned by a stone terrace with BBQ and pergola with wood-burning outdoor fireplace. The garage is flanked by a sports court with basketball hoop. At the edge of the sweeping lawns is an electric-powered dock with freshwater bib protected by a 180’ stone jetty. There is also additional mooring off the main dock, a storage shed for kayaks, and private beach-front seating. From this panoramic viewpoint, enchanting scenery stretches over the open water, observing the vessels sailing to and from the entrance to Greenwich Harbor and the Indian Harbor Yacht Club.  Visit www.100FieldPointCircle.com for more information.

For all showings please call Exclusive Agents Joseph Barbieri 203.940.2025 and Leslie McElwreath 917.539.3654.
","2.46 Acres",5.5e+07,"SingleFamily"
13343,7,13,1775,"DENBIGH FARM- Hilfiger's quintessential English country estate with breathtaking panoramic views of LI Sound sitting high above sea level. Continue the wonderful history of this special prop. of an era of timeless refinement.  A hm that welcomes you. A lifestyle of memories, enjoyment & pleasure for years. Extraordinary equestrian est w Grand Ball Room which entertained celebrities & Head of State. Lovely sculptured verdant gardens, sparkling pool, tennis ct. Mt. Vernon playhouse, gym hse, carriage house, fancy chicken coops, gorgeous barn w/stalls, cottage, apple orchards+more! An elegant landmark est that is so rare. Seldom do you capture such a majestic view. Impressive, pvt & so inviting. Dignity & charm. Continue the tradition with your dreams! Step back in time to a kinder place.","17.20 Acres",4e+07,"SingleFamily"
18068,11,11,1900,"Remarkable Belle Haven Classic Georgian Colonial with only 2 previous owners. The estate sits on almost 6.4 acres. Circular driveway is flanked by a guest house and care-takers cottage. A brick walled inner courtyard leads to the front door. The grand center hall with fireplace and wood paneling opens to a columned terrace overlooking the beautiful property. The original home was built in 1900 and was enlarged over the years with the largest addition in 1991, nearly doubling the home. The magnificent library entrance is through a doorway from Grosvenor House, London. Formal dining room with marble fp. Living room has raised wainscoting, marble fp and beautiful murals. 2nd fl has grand master suite as well as 6 bedrooms. This is a unique property with unparalleled privacy and beauty.","277912 sqft",3e+07,"SingleFamily"
20000,8,13,1994,"Conyers Farm Association in Greenwich, Connecticut is the location for this European manor home. This is an unprecedented opportunity to buy this estate FULLY FURNISHED and appointed with Steven Gambrel designed custom furniture, carpeting, lighting and accessories that imbue this enchanting manor with a sense of modernity and style. You need only bring your toothbrush and prepare to indulge your sense of luxuriance just in time for the holidays. Featuring stylish living space comfortably spread over 4 levels, including 8 bedrooms, 10 full bathrooms, 3 half baths and 6 fireplaces. Principal rooms for recreation and relaxation — palatial reception hall, ravishing formal rooms, paneled library, L’Orangerie, office, gym, billiards room, wine cellar and theater. Gourmet kitchen and a catering kitchen. Indoor pool, plus outdoor pool and pool house. Garaging for 7 cars. Stunning Simon Johnson landscaping over 14 acres. House has Greenwich address, but pays taxes to Armonk, New York and is in Byram Hill School District","616530 sqft",3e+07,"SingleFamily"
17000,7,10,2005,"This magnificent estate originated in 2005 with a 20-room stone country home and was later combined with another property to create an exceptionally private Round Hill compound unlike any other in town.  

Pleached linden trees bring romance to the Belgian block driveway and courtyard leading to the Main house. A gracious center hall spans 30-feet across and opens by French doors to a scenic view of the terrace, infinity-edge pool, a pool house and a Mustique-inspired pool pavilion. The backyard extends to an idyllic fruit orchard - peach, pear, Japanese plum, apples and apricots, and synthetic turf court adding tennis and ball sports to the fun of an indoor basketball/squash court.  The house today stands on eight sweeping park-like acres filled with age-old trees, vineyards and stone walls.  

Highly stylized interiors offer a genuine “home away from home” ambiance in every room.  In perfect Georgian scale, a step-down living room offers a lovely fireplace, 12’ ceiling and French doors to a private porch and verandah. The formal dining room, replete with a wood-burning fireplace, exotic upholstered-walls and classical millwork comfortably seats 40 guests elegantly arranged. Library has a wet bar, custom oak-panel bookcases and a fireplace for private conversation. Adirondack-inspired great room/family room is a natural gathering spot featuring a two-story stone fireplace and a stag-horn chandelier; it opens to a light-filled breakfast room and gourmet kitchen with Viking, Sub-Zero and Miele brand chef appliances plus a brick pizza oven. Flow and function continue in an outfitted butler’s pantry, kitchen-office, mudroom, four-car heated garage and elevator servicing all levels of the home. 

Reminiscent of a five-star resort hotel and spa carries into the bedrooms on the upper floor. The primary suite has three exposure window and terrace views; luxurious bedroom with a fireplace; custom spa bathroom with two dressing rooms to include one outfitted with a fireplace and commercial conveyor belt to rotate a wardrobe both seasonally and by color.  Terrace doors and private bathrooms compliment three customized bedrooms for family while a double bedroom and a single bedroom with full bath combine into an ideal guest wing. Another bedrooms and staff room offer more privacy on the lower level with all three floors serviced by an elevator. Fabulous family room with fireplace, gym, home theater, wine cellar, sauna/bathroom and a massage room complete with cascading waterfall complete the walk-out garden lower level of the house.  
Guest House: Hospitality for guests or extended family in a wonderfully updated in 2014 Colonial home with office/conference facilities blending period millwork with fiber optics and wiring for international trade. The house offers a lovely living room with a fireplace, formal dining room, library/fireplace, gourmet kitchen, terrace plus four bedrooms and four bathrooms. Separate gated entry, 3-car detached garage with studio above and close by a vinification-building for a private reserve of Cabernet Savignon wine produced from grapes harvested on-site.   
Cottage #1: Spacious cottage updated with a living room, dining room, kitchen, sun porch and primary bedroom with full bathroom plus two more bedrooms with another bathroom. 
Cottage #2: Living room, kitchen, two bedrooms and two full bathrooms plus laundry.  ","8 Acres",28495000,"SingleFamily"
16810,6,11,2021,"A design by acclaimed architect, Bryan Brown Architects, this masterpiece is truly a luxurious sanctuary.Set on over 12.5 acres, this estate offers a seamless transition between the natural surroundings and the materials used to create a space of organic luxury with walls of steel framed glass, stonewalls with timber, stone and wood floors and soaring 20'-24' ceiling heights.  A multiplicity of zones of heating and cooling using radiant technology that will allow for a controlled environment as one enjoys the amazing spaces.   Natural sunlight bathes each space as single level living is conducive for large gatherings or an intimate and peaceful reprieve from the world.  A Smallbone of Devizes Masterpiece kitchen in a large open space will be fitted out with state-of-the art appliances and","12.66 Acres",NA,"SingleFamily"
