"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
4008,4,4,2006,"Welcome Home.... to this beautiful spacious Colonial located a short distance from Squantz Pond State Park & Candlewood Lake Town Park!  This home features an oversized family room with gorgeous beams & windows.  Custom eat-in-kitchen with granite.  Formal dining room.  A great home for entertaining & holidays!   Master bedrooms suite with balcony and three additional bedrooms on the upper level. 3/4 finished walkout basement with full bathroom & wet bar.  Enjoy the amazing views from the expansive deck...there is plenty of space for all your out door furniture. Built-in shed below the deck to store all that furniture & lawn equipment from the elements and out of sight.  Private 2.8 acres gives has many landscaping possibilities.  Lets not forget the three bay garage with built out storage shelves.  This is definitely a must see!","122839 sqft",649000,"SingleFamily"
3739,6,2,1832,"Unique opportunity to own and care for the quintessential New England antique Greek Revival General Phelps House. Sandy Brook winds around and through the 12.53 acres. In addition to the General Phelps House, property includes a separate charming, rustic bungalow with loft bedroom and a Cape-style cottage offering 1411 square ft. of living space all overlooking Sandy Brook. Expansive pasture land features a two stall horse barn. There is also a large red barn located next to the cottage serving as use for a multitude of possible purposes.  Enjoy the country life sitting by the water of Sandy Brook.  Live in one home and rent out the other two for additional income if desired. Lots of room for those family members also. Could this be your opportunity of a lifetime?","545806 sqft",7e+05,"SingleFamily"
2623,4,2,1968,"If you need a home with a ton of great living space this house is for you* Cathedral ceiling in family room with recessed lighting, ceiling fans and gas fireplace* Access to beautiful patio with gazebo* Completely private fenced yard* Right off the kitchen is another living space* Seller used this area for a pool table, but it could be used for another living space or home office and workspace*  Five bedrooms, three upstairs and two on the main floor*  Gorgeous kitchen is completely open to the dining area with a fireplace* The kitchen has been completely remodeled with custom cabinets, granite countertops and a huge breakfast island that easily seats five but could seat more* Stainless steel appliances* Hardwood floors throughout the entire house* The upstairs is completely dormered with a front to back master bedroom and a full bathroom right off the master* Bathrooms have all been updated* Basement is beautifully finished for even more living space* Roof is only five years old* New gas hot water heater*Newer garage door openers* anderson windows* Whole house attic fan to cool house* This home is truly a show place and there is nothing left to update* Home is in the Presidential section of Enfield","20037 sqft",369900,"SingleFamily"
5599,5,5,1957,"Located at the end of a quiet mid-country cul-de-sac, in the Golden Triangle, this spacious, completely rebuilt, home is situated on 2.28 flat, park-like acres. French doors in the dining room and eat-in kitchen open to large terraces with extensive room for a large pool and tennis court. This sun-filled 5 bedroom, 5 bathroom home has a first floor office/family room/in-law suite with a full bathroom Upstairs is a master suite, with generous his/her walk-in closets, 3 additional large bedrooms with 2 full bathrooms and walk-in attic with the option for additional living space. A walk-out finished lower level gym/playroom with a full bathroom completes this exceptional property. Minutes from town, this pastoral home is perfect for a young family.","2.28 Acres",3350000,"SingleFamily"
6898,6,6,1890,"Built and cared-for to the highest standards, 130 Wallacks Drive delivers classic, waterfront magic year-round. Sitting atop a gorgeous promontory within Wallacks Point - a small, private waterfront enclave - this home provides abundant natural light and unobstructed water views from almost every window and vantage point. The master suite allows sunrise to sunset water views, and four additional sunny bedrooms plus adorable guest cottage provide room for family or guests.  A finished lower level, also with water views, has a full kitchen, providing an inviting place for entertaining, unwinding, or easy walk-out access to the in-ground pool overlooking Long Island Sound.  Architectural details grace every corner, wall and window: gorgeous paneling, transoms above windows, coffered ceilings and an artful Belgian block driveway circle.  Completing the perfection is a one-bedroom guest cottage with brick floors, wood burning fireplace and kitchen.  Perfectly thought out and professionally lit perennial gardens and mature trees envelop the property. Whether enjoying the sun gleaming off Long Island Sound or watching the drama of a passing storm, the views and setting of this home are unrivaled. Elevator from garage to 1st floor. Only three owners in 130 years have been fortunate enough to call this property home - here is your chance to be the fourth steward to fall in love with this estate.","54450 sqft",3395000,"SingleFamily"
2200,3,3,1954,"Don't miss this newly remodeled 4 bedroom ranch in a quiet and secluded neighborhood!! This home which has a total of 2200 sq ft of living space, features a recently remodeled fashionable open concept kitchen, 2.5 newly renovated bathrooms and a completely finished lower level. Master bedroom comes private en-suite bath. Other newer features include: Roof replacement, brand new heating system and water heater installed 2018. Bay window in living room, central air system, upgraded electrical and plumbing. Installed drainage system along walls in basement, Bosch dishwasher, refrigerator, new deck and fully fenced backyard. This home offers an attractive combination of living space and updated features. All this in a convenient area located close to Yale, SCSU, parks, hospitals, highways and shopping.","10018 sqft",289900,"SingleFamily"
1165,3,1,1962,"Very well maintained Cape Cod style home in the desired town of Plainville! Nestled in a quiet neighborhood this home has hardwood throughout and an open floor plan. The flow of the living room, dining room and kitchen is amazing for entertaining. With tons of natural lighting and a spacious living room there is enough space for everyone! Step into the kitchen that is equipped with all stainless steel appliances. The bonus room on the main level contains beautiful french doors to the back yard. This room can also be utilized as a dining room or an at home office. This home offers 3 substantially sized bedrooms perfect for your family. The unfinished basement provides ample storage space. Moving outside, the backyard is fully fenced and comes with a shed perfect for lawn equipment. This home is minutes away from restaurants, shopping, and parks. Other improvements on this home include a furnace from 2009, a new roof, new siding, some replaced windows, central air installed in 2010, irrigation system and a whole house generator installed in 2011, and the oil tank was replaced in 2018.","12632 sqft",225000,"SingleFamily"
3554,4,5,1928,"Enchanting masterpiece! This 1928 stone English Cotswold Cottage has been completely renovated from driveway to doorstop to exquisite standards on 6.59 private acres with a scenic aerated pond, abutting hundreds of acres of open space and access to hiking trails. The idyllic setting is tucked away at the end of a desirable, lower Redding cul-de-sac. An open floor plan with charming kitchen, spacious sunroom, fireplace, 4 bedrooms and 4.5 marble baths welcomes you. Treehouse views from all bedrooms makes this fairytale retreat the perfect getaway or country home! The cottage’s total renovation comes with state-of-the-art conveniences and is fully furnished with wonderful antique furniture, rugs and fine art. The woodland private setting is minutes to schools, train, library, shops, restaurants, and services. Redding, often selected as the #1 Small Town in CT, offers award-winning schools, wonderful parks, countless hiking trails, waterfalls, organic farmers markets, New Pond Farm, great restaurants, and the Mark Twain Library. Redding Country Club is 5 minutes away with pool, tennis, superb golf course and fine dining. Westport beaches within 15 minutes; Manhattan within 56 miles. Turnkey ready!","287060 sqft",1499000,"SingleFamily"
1596,3,1,1957,"Solid Brick home set on a sprawling private yard. This home offers 4 bdrms, 1 full bath, mudroom, c-air and 2 detached oversized garages. Large deck overlooks the back yard. Great for family gatherings and cookout.  BONUS: Detached apartment includes kitchen, full bath, laundry and combination bedroom/living room. Also, sliders to open deck. Great for in-law, cave man or teenage hideout or Extra rental income.","26571 sqft",239000,"SingleFamily"
1068,2,2,1954,"Incredible Opportunity! Beautifully maintained and updated ranch style half duplex in a quiet neighborhood. Stunning New Kitchen (2019) with white cabinets, granite and top-of-the-line stainless steel appliances. Gorgeous Hardwood flooring in dining/living room area, updated full bath, and two bedrooms complete the main floor. The partially finished lower level offers endless possibilities with an updated full bath with stall shower, large family room/office/bedrooom with built-ins, storage space and laundry. Newer Roof, furnace, hot water heater and windows. The level back yard is perfect for entertaining, fully fenced and offers a patio area and raised deck. Great condo alternative at an incredible price. Truly a move-in-ready home, schedule a showing today!","3484 sqft",134900,"SingleFamily"
1800,4,2,1930,"A home ready made for your family to enjoy.  The open floor plan allows for easy living…Front door foyer leads to living room with hardwood floors, brick fireplace (insert to for air flow).  Dining room is right off the eat-in kitchen and living room. Kitchen was remodeled 10 years ago and  offers granite counter tops and maple cabinets.  The flow is about family gatherings..  The added family room  is right off the dining room – heated, lots of windows and ceiling skylights.  Family room sliders lead to the deck, large fence yard and shed.  Main level has half bath. Upper level has 4 bedrooms with hardwood floors.  Full bath on this level.   Garage is presently a workshop…but will convert back to garage.  Home Warranty included. 4 zone furnace, on-demand water heater. You've got it all...private yard, large house for gatherings small and large.  Location is convenient to train station, restaurants, stores and I95.","8712 sqft",365000,"SingleFamily"
1728,3,3,1959,"Enjoy 4 level living in this spacious Split Level home that's perfect for entertaining with family and friends. The main level offers a large living room with a wood burning fireplace that leads to the eat in kitchen with stainless steel appliances, center island and granite countertops. Both rooms flow nicely into the oversized dining room and great room with hardwood floors, cathedral ceiling with skylights and slider that leads to the patio and private backyard. Step down into the family room that's another great space for entertaining or just relaxing. This area has a half bath and leads to the garage and also to the back yard and patio. Another few steps down and you have a great finished office space. The upper level features 3 bedrooms with hardwood floors, ceiling fans along with 2 full baths and storage area. Convenient location to I-91 and Route 15 for easy access to New Haven & Hartford. 24 hour notice required for all showings. Showings start at 11:30 on Saturday April 17, 2021.","20473 sqft",357000,"SingleFamily"
1204,2,2,1953,"Don't miss out on this fabulous ranch style home IDEAL for a starter or retirement! This 2 bedroom ranch awaits your final touches, featuring hardwood flooring, fireplaced living room, and a spacious eat-in kitchen overlooking the living room. Down the hallway you'll find a full bath and two bedrooms, one being the master suite with half bath. The lower level of the home is spacious and houses the laundry facility. This room offers plenty of room for either refinishing to add living space or an amble storage area. Located just off the kitchen is a charming enclosed 3 season porch that leads to your open back yard. Enjoy your attached one car garage and the convenient, cul de sac neighborhood location of this home, just minutes from highways, schools, shopping and more..The possibilities are endless!","13503 sqft",179900,"SingleFamily"
2004,3,1,1913,"Built in 1913 this Dutch Colonial has stood the test of time.  1,346 Sq. Ft., 3 Bedrooms & 1 Bathroom.  9 foot ceilings. Period trim & millwork   throughout.  A classic front porch, mudroom and pantry. The price includes a 50' x 100' building lot. In close proximity to parks, fields, restaurants and Housatonic River Parks and water activities. It is recognized here by the City of Shelton's Tax Assessor's map 128.B - 23 (38 Lakeview Ave ) and 128.B - 24  (Vacant Lot).","6098 sqft",349000,"SingleFamily"
2191,3,3,1941,"Terrific opportunity to live on Ridge Park in this charming 3 bedroom, 2.5 Cape Cod home on a beautiful, level property!  Living room has original pine paneling, a fireplace, hardwood floors and is open to the dining area/kitchen area. Large family room with beamed ceilings and a wet-bar, fireplace and doors to the large deck.   The second floor offers an office/library that could be used as a 4th bedroom. This beautiful, large and flat yard is ready for entertaining, gardening, playing sports, and having fun with the family. Great space but needs some updating to bring it into its lovely potential!  Enjoy this jewel on a quiet and convenient location that needs just a little polish!","13503 sqft",499000,"SingleFamily"
2742,3,3,1964,"Here is your chance to reside in a delightful neighborhood and enjoy all that Trumbull has to offer. This well- maintained, raised ranch features more than 2700 square feet of finished living space and includes 3 bedrooms, 2.5 bathrooms, eat-in kitchen, expansive living room and formal dining room. Amenities include a walk-out deck, 2 fireplaces, central A/C, 2 bay garage and updated mechanicals. Convenient to Rails to Trials, Parlor Rock Park, Indian Ledge Park and Tashua Knolls. Close proximity to schools, shopping and highways. A terrific value in a terrific town! Property being sold AS-IS.   Estate sale - PROBATE APPROVAL NOT REQUIRED.","21780 sqft",415000,"SingleFamily"
1092,3,1,1962,"Location! Location! Why rent when you can own? Pristine Ranch end of street...all new paint, Hardwood, eat in kitchen, Thermopane windows, Brand new Furnace, oil tank & refrigerator, baseboard heat, Oversized 2 car garage leads to outdoor patio* updated  electrical * Living room with Brick Fireplace . slate hearth and pellet stove to save on the heating. Large fenced in yard for the children to play or pets to run free. Basement is dry and boasts another 1092 sq ft unfinished. Subject to Probate Court. Minutes to ESPN, Lake Compounce, shopping * restaurants* and major Highways.  See it Today!!","24393 sqft",216560,"SingleFamily"
1814,3,2,1952,"FANTASTIC OPPORTUNITY to own lovely Ranch in MOST DESIRABLE west side neighborhood of Naugatuck. You will love this good sized 3 Bedroom, 2 Bath (remodeled) desirable one level home, expansive living room with beautiful custom stone wood burning fireplace, light filled dining area, adjacent remodeled kitchen, custom-like cabinets, new tile, granite counter-tops, stainless appliances, polished hardwood floors, adjacent over-sized family room. Replacement windows, recessed lighting, newly painted, newer HW heater, gutters, upgraded electric and more.  Abundance of windows allowing bright light and sun throughout. LARGE, dry basement for tons of storage, utilities, laundry, plus potential for LL FR+ whatever Client wants. Buyer will love the extra large wood deck, room for grills, firepit, multiple dining areas and steps to lower level yard which is Expansive, level, tree enclosed ensuring privacy; family can enjoy every kind of activity year-round. Quiet cul-de-sac street. CONVENIENT to shopping, banking, restaurants, medical facilities, PLUS minutes to HIGHWAYS 8 and 84. EXCELLENT commuter location.  CALL NOW FOR VIEWINGS, WILL NOT LAST!","37897 sqft",269900,"SingleFamily"
1152,4,1,1968,"Charming Cape in a great neighborhood and close to shopping and dining is the perfect place to call home. This property offers 1152 square feet of living space and a total lot size of 5227. Enter the home through the front door, side mud room or the attached garage and immediately notice the charm that this home has to offer. Your eyes will be drawn to the original stair case and the arched doorway. Enjoy the convenience of the side mud room to drop your shoes, jackets, etc before you enter your new home. This is also a great place to sit back, relax and read a book. The kitchen offers stainless steel appliances and a great open view to the living area. The entire home has been freshened up with new paint throughout, enjoy the beautiful hard wood floors and the newly remodeled bathroom on the main level. You and your loved ones will enjoy your time in the private, fenced in back yard relaxing on the deck grilling or listening to the sounds of the birds chirping. Call me today to view this amazing home! 860.639.3339.","5227 sqft",179900,"SingleFamily"
2413,3,3,1984,"This stunning Contemporary, on a beautifully landscaped private lot is a must see. As you walk through the entrance, you feel the beautiful flow of this unique home with the ""Elements of the Earth"" throughout. The oversized family room offers vaulted ceilings and tasteful warm color pallets. The kitchen is beautifully appointed with an oversized island that has room to entertain your many guests. The main level is rounded out by a half bathroom, a den and main level laundry room, which leads to a two car garage. Upstairs you will find the sleeping quarters. The large master has a lovely full bath and walk in closet. Two other large bedrooms and another full bath, add wonderful style and tile work to this wonderful home. Now the outdoors...walk through a peaceful sunroom through the glass door to enjoy your outdoor oasis. The oversized deck, swimming pool and fire pit are there for your relaxation on this nearly 1.50 acre serene lot. In every direction you will see beautiful perennials or a little bit of nature. This home is secluded and private, however, is close enough to I95, Merritt Parkway, Metro North and about a 90 min drive to NYC! Shopping, beaches, and on and on...there's much more...make your appointment now before you miss the opportunity to own this beautiful home.","62290 sqft",508000,"SingleFamily"
2172,4,3,1978,"Welcome to Lena Drive!!  Spacious 4 bedroom colonial great for growing family and entertaining.  The first floor includes a half bath and both a large L shaped living room and separate family room with fireplace. Kitchen is updated with granite counter tops and stainless-steel appliances, has pantry and additional breakfast space.  Family room has slider that opens to expansive deck with views of the large private backyard with raised garden beds.  Upstairs has 3 large bedrooms and wonderful master bedroom suite complete with a dual shower head tiled shower. The 2nd full bath upstairs has tile floor, and granite topped vanity. Partially finished basement is perfect for workshop, craft space, office space or further finished for even more living space.  This great little neighborhood is close to everything without feeling like it is!","42688 sqft",349900,"SingleFamily"
1196,4,1,1952,"WALLACKS POINT PARK WATERFRONT COMMUNITY & STEPS AWAY FROM YOUR OWN DEEDED BEACH, THIS SEASIDE GEM HAS WATERVIEWS & ONE LEVEL LIVING AT IT'S BEST. MOVE RIGHT INTO THIS FRESHLY PAINTED 4 BEDROOM HOME WITH NEW CUSTOM WOOD BURNING FIREPLACE IN LIVING ROOM, DINING AREA, KITCHEN W/ GRANITE COUNTERTOPS & SS APPLIANCES, AND FULL MARBLE BATH. MASTER BEDROOM HAS FRENCH DOORS TO NEW DECK W/NEW OUTDOOR SHOWER. NEW SECURITY SYSTEM, NEW ROOF, & NEW ELECTRIC SERVICE. NEW FULLY FENCED BACKYARD WITH W/ MATURE PERENNIAL GARDENS, PATIO W/ NEW DECK RAILING, AND CUSTOM-BUILT SHED. TONS OF STORAGE IN PULL DOWN ATTIC. WALK/BIKE RIDE TO CHELSEA PIERS, MINUTES TO DOWNTOWN RESTAURANTS AND SHOPS, NOT IN A FLOOD ZONE, NO FLOOD INSURANCE REQUIRED! 7 MIN DRIVE TO TRAIN & TOWN.","8712 sqft",625000,"SingleFamily"
7051,5,5,2000,"Enter Through Stone Pillars To Enjoy The Pastoral Views Of This Professionally Landscaped Property While Relaxing By The Saltwater Pool with 10 Person Spa And Waterfall. This Custom-Built Home Offers 5 Bedrooms, 4 1/2 Baths. Enjoy The Gleaming White Kitchen W/Granite Counters That Opens To The Family Room With Fieldstone Fireplace & 3 Season Porch overlooking The Pool, LR Has Gas Fireplace, Dining Room Is Perfect Size For Entertaining, Study Has Custom Cabinetry & Gas Fireplace, Master Bedroom Has Tray Ceiling, Walk-in Closets Closets, Access to Exercise Area, Master Bath Has Double Sinks & Steam Shower. Finished Lower Level Has Entertainment Areas For Family Fun. This Home Will Fufill Everyone's Needs & is Situated on Stunning 2.4 Acres With Quintessential Stone Walls. Enjoy A Staycation In This Exciting Home! Pictures Reflect Owner's Furnishings","2.40 Acres",NA,"SingleFamily"
2156,3,3,1993,"This lovely home, built in 1993, boasts an amazing Westover location and is perfect for those who love to entertain inside and out. Set on .20 acre in an enclave of 11 homes, this home has many lovely design details combined with modern upgrades. Upon entering, you are met with a double-height entry foyer. The main floor features a well-appointed living room with new gas fireplace with marble surround for cozy evenings. A beautifully renovated kitchen is the heart of the home and has all of the bells and whistles—soft close cabinets, quartz counters, glass tile backsplash, and stainless-steel appliances. A bright eat-in area is enhanced by a vaulted ceiling with skylight. From the living room, step out the slider door to a screened-in porch and a patio to view the pretty back yard with views of nature. Also on the main floor are a dining room, powder room and laundry room. Upstairs are three well-proportioned bedrooms: a master suite with ample closets and its own bath with marble floor and a whirlpool tub. The two other bedrooms are spacious and served by their own hall bath. Other important features include hardwood floors throughout, crown molding in most rooms, central air, 2-car garage, walk-up attic for easy storage, and inclusions such as hardwired speakers and pull-down movie screen. This home’s location can’t be beat for its elegance, space, and close proximity to all that Stamford has to offer!","8712 sqft",659900,"SingleFamily"
2201,3,3,2021,"NEW CONSTRUCTION at Laurentide Glen!! Beautiful new colonial home on a level lot with plenty of yard space. A stunning entryway with a large foyer open to the second floor, gives this home the grand entrance it deserves. Nine-foot first floor ceilings combined with an open floor plan creates a spacious living area with a mud room and half bath as you enter from the garage. Kitchen features granite countertops with a tile backsplash, stainless steel appliance package, and an optional island. Two additional first floor rooms can be utilized as a work-from-home office, study, or formal dining room to suit your desires. The second floor features a large master suite with walk-in closet and private bath. There is 2 additional bedrooms, another walk-in closet, a full bath and laundry on the second floor. This home comes complete with hardwood floors throughout and tile flooring in the bathrooms. Includes central air, gas fireplace, and a 2-car garage. Nestled in the quiet hills of western Bristol, Laurentide Glen is THE neighborhood to buy a home. New roads, public water and sewer, underground utilities, sidewalks, and minimal traffic make this a perfect neighborhood for you and your loved ones. Come find your dream home at Laurentide Glen. Select the colors and put your personal touches on this amazing home and make The Westfield yours!","10454 sqft",379900,"SingleFamily"
2260,2,2,1964,"Not your average ranch! Unique floorplan allows for many possibilities based on your lifestyle.  Bonus room off the kitchen is ideally located for office, playroom or media room. Basement with a full bath is waiting for your creative ideas and finishing touches!  Some pictures have been virtually staged to spark your imagination!","11325 sqft",165000,"SingleFamily"
2780,4,4,1976,"Beautiful colonial, completely gutted and renovated from top to bottom.  Many custom features, including unique bathrooms, feature walls, board an batten and shiplap. Open floor plan featuring gourmet kitchen with quartz/cement countertops and new stainless steel appliances that opens to family room/dining room with stone fireplace, vaulted ceilings with beams. Office on main level plus large Bedroom and full bth. First floor laundry and mud room complete the first level.  Up stairs enter into the Master bedroom with feature wall, 2 closets including one walk- in closet, en-suite full bathroom with cathedral ceiling and beautiful tiled shower. 2 additional bedrooms with full bath with dual sinks and vaulted ceiling..   Basement is  finished with  carpeted large recreation area plus two additional rooms/workout area/offices plus plenty of storage and half bathroom.  Spacious private fenced in backyard and large attached garage. Sodded lawn plus sprinkler system. Plantings coming soon! Choose your floor stain and move right into this beautiful home. Still completing finishing touches. Open house Saturday beginning at 12 noon","9583 sqft",959000,"SingleFamily"
4343,4,4,1995,"MOVE RIGHT IN to this spectacular University area Colonial with in-ground heated pool located on a quiet cul-de-sac. Interior features include a large family room with vaulted ceiling, entertainer’s kitchen, multiple fireplaces, French doors, two offices, home gym, master suite and the potential for in-law suite in finished basement. Outdoors includes spacious patio and pool with professional landscaping and speaker system all bordered by mature evergreens & fencing for privacy. Property has sprinkler system, dog fence, whole house generator and plumbed for central vac. Great for entertaining, relaxing or working, inside and out. A great central location and close to all amenities that Fairfield has to offer.","20037 sqft",1399000,"SingleFamily"
1836,3,3,1973,"Pride of ownership shines bright in this warm and inviting home! From the moment you pull into the driveway you'll be blown away by the beautifully manicured yard and gardens to the welcoming walkway, entrance and new front door. The improvement list is endless! This versatile floorplan is perfect for entertaining your loved ones and features and open concept between the spacious living room and dining sun drenched dining room with easy access to the wonderful deck. The main living areas features meticulously maintained hardwood floors throughout. The remodeled eat in kitchen boasts ventian granite counters, a gorgeous travertine backsplash and new stainless appliances(2018). The master bedroom has an en suite bath and walk in closet. Freshly painted throughout, central air, gas heat, gen hook-up, sprinkler system & new furnace (2007). Possible in-law suite, family room with gas fireplace in walk out lower level. A++ Neighborhood abutting Stratton Forest State Park for hiking, biking, fishing, swimming & more. Updates include: Bathfitter Shower 1st Flr (2021) 2nd flr (2015), Owens Cummings Architectural Roof System, Gutters, Chimney Re-Pointed & Refrigerator (2020), Autumn Ridge Blue Stone Steps & Newport Insulated Raised Panel Garage Doors & Openers, Ceiling Fan & Chandelier (2019), Dishwasher (2018), Klotter Farms Shed & Perimeter Fence(2017), Water Heater (2014), Pella Vinyl Double Hung Replacement Windows & Blinds (2013), Pella Eurpoean Mahogany Vinyl Front Door (2009)","30056 sqft",335000,"SingleFamily"
3626,4,3,1968,"A spacious must see Contemporary Ranch with saltwater pool! Walk straight into this home's grand entrance with beautiful tile flooring and cathedral ceilings. The large sunken living room features a fireplace with a wood stove insert, vaulted ceilings and large windows which allow for an abundance of natural light. The updated kitchen offers granite countertops, stainless steel appliances and a generous island perfect for food prep and added storage. The eat-in kitchen with additional fireplace makes for cozy dining. French doors lead directly into the sun porch, perfect for watching early morning sunrises. The master bedroom has a large walk-in closet and updated full bathroom with an impressive tile shower. The loft space with new laminate flooring works as an ideal office, play or craft room. There is also an additional room with plumbing for a bath and a sizable walk in attic. Relax on summer days in the heated, inground, salt water pool. Located only minutes from amazing local restaurants, organic market, park, hiking trails and library.","100188 sqft",429900,"SingleFamily"
1632,4,2,1962,"Charming 4 bedroom, 2.5 bath dutch colonial in quiet, cul-de-sac neighborhood. Large front to back, fireplaced family room. Formal dining room with hardwood floors and wainscoting. Large country kitchen. Four bedrooms upstairs with 1 full bath. Plenty of closets and storage. Walk-out partially finished basement with fireplaced rec room, laundry and additional finished room and full bath. Possible in-law potential. 2 car oversized garage attached with covered breezeway leading to a spacious backyard with patio, storage shed and fire pit. Nearby recreations include Skungamaug & Twin Hills golf courses & Coventry lake. Close to Eastern Connecticut State University and University of Connecticut.","30056 sqft",234900,"SingleFamily"
4658,5,4,1948,"Magical is an understatement! Through lit stone pillars & down a dogwood lined driveway, feel the comfort of coming home as you enter your very own private oasis. Just an hour from the biggest city in the world, securely situated at the end of a private country road & bordered by a stream and a private forest of protected reservoir. Beautifully renovated and expanded home filled with character and charm offering 5 bedrooms, (2 on the main floor) 4 full baths, a fabulous sun-drenched open floor plan, 10 rooms of ""amazing"" & a private studio/pool house/potential in-law apartment w/ full bath. Enjoy the magic of every season with hilltop panoramic vistas from every unique room, each with it's own special quality and view that must be experienced to be appreciated.  Bordering Aspetuck & town center, the location is ideal, offering convenience while still feeling far from the stress of the world. Sled down the property's gentle slope, hike through private trails, relax by the firepit, swim or relax in the pool, teach a yoga class in your studio or pick a sport to play on the 2-acre grass field. Listen to the song of nature loud and clear from your screened porch overlooking enchanted grounds. Feel the sun as it peeks over the eastern horizon, drenching the in ground pool and flower garden and then sit back on the front patio & feel the day come to a close as the sun sets colorfully into picturesque western sky. Truly one of a kind, the ‘wow’ factor  goes beyond imagination.","156816 sqft",1100000,"SingleFamily"
2376,5,4,1989,"Well maintained 4-5 bedroom Colonial on a cul-de-sac close to the Connecticut river in desirable Haddam with plenty of privacy. Built in 1989 this  house features 3.5 baths, recently updated kitchen w/granite countertops, open floor plan and attached 2 car garage. Upstairs the Master bedroom suite features double sinks w/granite and a walk in closet. Furnace, roof and on demand water heater installed in 2009. No livestock zoning requirements gives you opportunity for chickens, goats or bring your horse home.","44866 sqft",349000,"SingleFamily"
1645,3,2,1960,"Location, location, location!  You'll love this convenient location – near Quinnipiac University and downtown shops and restaurants.  The lawn Kentucky blue grass and greens beautifully!  It is level with a patio area for your outdoor fun.  Inside the house features hardwood flooring, 3 bedrooms, a full bath with private access to the master bedroom, and another half bath/laundry off of the lower level family room.  Plenty of space for all your needs and hobbies.  Oil warm air heat and central air ducts (you’ll need to install a new compressor after you purchase) and newer replacement windows.  City water and septic (city sewer in street).  This home is price to be sold and offers the buyer tons of sweat equity.  See it today – it won’t last!","30056 sqft",249900,"SingleFamily"
5076,4,5,1998,"This spectacular Candlewood Lakefront home is located in the Sail Harbour Club. The amazing two story entry Foyer features a curved staircase. Large Kitchen / Breakfast Room. Step down Family Room features a stone faced floor to ceiling fireplace. Main level Office. Awesome Master Bedroom boasts a trey ceiling, skylights and leads to a Master Bedroom Suite. Lower level offers an Exercise Room, a Recreation / Media Room, a Billiards Room, a Work Room, a full Bath and access to a patio. Sail Harbour Club is a private Candlewood Lake community offering a private clubhouse, sand beach, tennis courts and boat slips. Priced right!!","47044 sqft",1895000,"SingleFamily"
2624,3,4,1932,"A PIECE OF WESTPORT HISTORY FARMHOUSE CONVERTED IN 1932 FROM A TURN OF THE CENTURY ""PONY BARN"". A GREAT CONDO ALTERNATIVE WITH  LAVISH GARDENS, ABUNDANCE OF CHARM AND CLOSE TO TOWN. LIVING ROOM WITH FIRPLACE AND RANDOM WIDTH WOOD FLOORS. OPEN FLOOR PLAN WITH COOKS KITCHEN AND UPDATED BATHROOMS. OVERSIZED MASTER BEDROOM WITH FIRE PLACE AND BUILTINS LEADING TO A PRIVATE PATIO. IN ADDITION  AN APPROVED ACCESSORY STUDIO APT. WITH FULL KITCHEN, FULL BATH, SKYLIGHTS, WOOD BURNING STOVE AND DECK................. OWNER AGENT.  .","25700 sqft",845000,"SingleFamily"
1123,2,1,1900,"Charm abounds in this 1890's Oyster House built by Captain Frank Larabee. Amazing sunsets and water views of the Quinnipiac River. Spacious living room offers brand new carpet, built-ins, and exposed chimney. Formal dining room with hardwood floors, chair rail and crown molding can be converted into a first floor bedroom. Expansive kitchen with hardwood floors, vintage butcher-block island, farm house sink, new Bosch dishwasher, eating area with vaulted ceiling and windows galore! Original front door and banister. Updated bathroom. Two nice sized bedrooms upstairs, one with vaulted ceiling, exposed chimney and hardwood floors. Walk out lower level perfect for future expansion and a great place to have a home office. Fully fenced in yard with two decks. New roof and gutters 2017, gas furnace 2014, chimney rebuilt and new liner installed in 2019. Off street parking. Great house to call home!","4356 sqft",149900,"SingleFamily"
2920,4,4,1975,"Stylish, completely renovated four-bedroom Cape enjoys water views, level yard, and amazing deck in the historic, coastal community of Shippan Point. Sun-washed rooms, hardwood floors and exquisite millwork. Main level showcases elegant living room with recessed paneled wainscoting, fireplace; chic stone-clad kitchen with center island and banquette seating in breakfast nook; dining room with sliding doors to deck and private master suite with walk-in closet. Three generous bedrooms and hall bath comprise second floor. Walkout lower level offers playroom, full bath and room for a gym, office or au-pair quarters. Attached two car garage. Part of Shippan Point Association with beach access, this peaceful location is close to trains, schools, restaurants and shopping in downtown Stamford.","10018 sqft",1095000,"SingleFamily"
2592,3,4,2005,"Welcome Home! This lovely 3 bedroom, 3.1 bath colonial located in a beautiful neighborhood is just what you have been looking for.  Kitchen with granite counter tops, stainless steel appliances and professional grade viking stove.  Open floorplan allows for easy entertaining. Large master bedroom en-suite complete with walk in closet.  Two other large bedrooms with full bath complete the upper level.  Lower level with fully finished living space and full bathroom.  You will not want to miss the opportunity to call this house your home.","7405 sqft",325000,"SingleFamily"
924,2,1,1988,"2 bedroom, 1 bath mobile home in Stonegate Manor. Laundry on main level. Spacious eat-in kitchen with built-ins and breakfast bar. Close to shopping and amenities. In need of some maintenance. Grounds maintained by association. Buyers need approval from association prior to purchase. Being sold ""as-is""","No Data",28000,"SingleFamily"
